293	12	21	17	11	13	20	57	99	162	213	276	314	387	465	464	603	706	956	1014	1124	1475	1540	1772	2250	4675	6146	5830	5765	4856	5432	7227	7687.75	6713.5	6639.25	6701.75	7132.5	7150.25	7255.5	7131.5	7536.25	7563.5	7667.25	7738.75	7901.75	7965.25	7788.75	8025.5	7727.5	7944	8028.75	8080.25	8101.5	7868.5	8182.75	8198.75	7998.75
294	14	10	7	18	11	11	78	109	177	230	281	322	375	425	447	535	675	979	1029	1064	1473	1565	1756	2239	4684	6333	5786	5759	4866	5630	7138	7985.5	6760.5	7046	7019.5	7198.5	7337.25	7241.75	7442.25	7558.75	7739.75	7682.25	7736.5	7895.5	8089.5	8173.75	8136.5	7992.5	8175.75	8299	8347	8504.25	8199.25	8357.25	8513.25	8480
295	15	19	15	8	14	7	61	134	166	207	260	288	396	436	504	540	681	950	1071	1038	1463	1638	1852	2324	4991	6588	6079	6379	5159	6001	7518	8261.5	7134.5	7069.75	7301.25	7428.75	7630.5	7865.5	7989.5	7883.75	8258.25	8319	8565.5	8567.5	8745.5	8939.75	8624.5	8857.25	8885.75	8828	8846	8875.75	8895.5	8748.5	9017.25	9031.5
296	15	13	18	15	12	18	52	115	180	204	277	335	383	455	495	533	709	979	1033	1179	1399	1514	1811	2235	4910	6321	6149	6103	5112	5932	7281	8083	7041.75	7233.25	7465.75	7445.75	7635.5	7737.75	7633.5	7922	8101.5	8055.25	8262.5	8420.75	8533.5	8704.75	8455.25	8488.75	8613.25	8595.25	8589	8748.25	8477.5	8518.25	8608.25	8772.75
297	8	15	13	13	15	18	74	109	179	224	267	348	395	416	456	558	623	934	1013	1074	1305	1525	1811	2236	4781	6508	6107	6137	5022	5689	7228	7927.75	6771	6952.25	7015.5	7063.25	7349	7193.25	7494	7627.5	7819	7997	8019.75	8155.5	8351.5	8535.25	8536.75	8283.25	8436.75	8450	8473	8505.25	8592.25	8570.75	8624	8814.5
298	14	19	11	13	16	18	59	114	149	230	264	345	397	480	497	556	644	1032	1091	1102	1412	1508	1718	2063	4714	6138	5918	5898	4855	5480	7217	7881	6746.75	6864.5	7081.75	7135	7427.5	7463.75	7561.25	7758.75	7765.5	7836.5	7927	7999	8271	8261	8119.5	8197.25	8215.75	8205.25	8181.75	8311.75	8329.25	8226.5	8332	8431.5
299	12	15	14	18	23	17	69	101	175	222	249	317	375	436	488	546	710	945	1018	1090	1408	1603	1893	2287	4737	6341	6182	6084	4825	5598	7385	7712	6791.5	6831.25	7084.25	7225.75	7127.25	7281.75	7503.25	7579.25	7666.5	7956.5	8059	8193	8253.5	8420	8490	8406.75	8490.75	8416	8484.25	8633	8633.25	8576.25	8580.5	8584.5
300	11	14	17	16	13	16	63	131	168	216	245	300	410	433	504	508	665	959	1040	1127	1402	1601	1849	2096	4774	6414	5922	6095	5012	5825	7316	7729	6757.5	6700	6902.75	7029.25	7298.5	7315.25	7528.25	7531.75	7568.5	7803.25	7936.25	8003	8223.25	8139.75	8017	7892.5	8037.75	8217.5	8153.5	8393.25	7981	8157	8318.25	8414.25
301	10	10	14	9	15	21	53	118	161	211	278	332	386	466	487	563	666	993	1043	1098	1441	1665	1789	2217	4766	6355	6008	6068	4991	5688	7343	8053.75	6930	7185	7191.75	7232.25	7533.25	7616.5	7599.75	7761	7935.75	8115.5	8026.5	8391	8344	8517	8281	8299	8479.75	8397.25	8349.75	8565.5	8602.75	8564.5	8452.75	8693
302	14	14	17	22	9	17	82	119	155	228	258	324	395	400	520	539	737	984	1052	1099	1442	1583	1814	2211	4631	6330	5758	5904	4910	5604	7187	7522.75	6682	6898.75	6951.75	7015.25	7015.75	7056	7358	7344.75	7701	7651.75	7718	7890.75	7846.5	8231	7979.75	8023	8222.75	8159.5	8141	8100.5	8066.5	8090.25	8176.25	8354.5
303	13	7	13	13	9	10	63	109	163	238	268	315	400	461	484	516	635	994	1063	1070	1462	1649	1812	2345	4906	6690	6078	6264	5286	6024	7553	8251.5	7397.75	7369.75	7389	7535.75	7752.5	7782.25	7893.75	7888.75	8024.5	8172.75	8282	8284	8423.25	8585.5	8522	8427	8418.25	8654.75	8501.5	8542	8648	8591.75	8693.5	8816.25
304	9	10	15	22	14	8	72	123	178	214	273	364	433	423	515	490	678	998	1117	1062	1395	1577	1845	2261	4729	6213	5968	6043	4881	5795	7227	7712	6757.25	6758.75	7000.25	7313.75	7443.5	7392.25	7417.5	7603.5	7704.75	7893.5	7959.25	8022.5	8424.25	8559.5	8408.75	8423.75	8561	8476	8513.75	8679	8679.75	8767	8501	8793.25
305	19	24	11	16	14	13	73	104	162	215	244	323	390	426	519	549	700	987	1033	1085	1387	1545	1788	2228	4696	6463	5775	6075	5079	5678	7487	8065	6937.25	7114	7108.25	7320.25	7296	7306	7459	7779.25	7763.25	7749.75	8261.5	8073	8396.25	8430.25	8160.25	8179.25	8394.75	8361.75	8556.75	8521	8618.5	8626.5	8631	8835.75
306	10	8	17	22	14	17	52	101	160	224	247	319	365	397	501	515	701	951	1041	1137	1401	1595	1797	2245	4841	6486	6107	6129	5104	5800	7399	8141.75	7021.25	7098.25	7245.75	7501.75	7391.25	7453.25	7642	7979.25	8170	8129.25	8195	8245.5	8241.75	8628	8572	8553	8454.75	8408.75	8542.75	8638.75	8502.25	8731	8686	8840.5
307	18	18	17	11	18	18	63	118	167	228	269	320	405	461	500	554	694	1043	978	1047	1383	1531	1741	2186	4676	6324	5959	6197	4919	5708	7387	7992.25	6772	7059.25	7181.25	7262.5	7456.75	7573	7441	7589.75	7865	7931.25	7925	8099.25	8134.75	8308.25	8256	8187.5	8189.75	8217	8121.25	8428.25	8519	8392.25	8495.75	8591.75
308	13	14	10	22	22	12	67	109	158	231	256	327	379	472	499	547	699	937	1024	1122	1415	1632	1726	2329	4775	6616	6135	6168	5216	5820	7265	8157	7221.5	7144.25	7360.25	7464	7608.5	7822.25	8002	8046.75	8183.25	8365.5	8381.25	8514	8601.75	8719	8689	8716.5	8684.5	8768.5	8814	9023.75	8829.25	8896.5	8970.25	9072.25
309	12	15	21	23	13	15	66	100	164	203	256	301	370	439	475	556	651	969	1031	1136	1393	1559	1877	2180	4713	6593	5938	6039	5098	5766	7361	7971	6955.25	6983.5	7097	7180	7335	7415.75	7524.25	7620.5	7681	7788.25	7871	8134.75	8185	8153.5	8378.25	8250.25	8213.5	8229.75	8359.25	8497	8244.5	8565.25	8471.25	8521.25
310	17	23	11	16	17	17	61	104	179	224	282	349	390	457	470	558	678	1037	1056	1143	1384	1559	1701	2204	4896	6510	6277	6382	5279	5983	7761	8646.5	7380	7497.75	7775.25	7849.75	7863.75	7974.25	8146.5	8104.5	8247.25	8448.75	8402.25	8500.25	8568.25	8725	8670.5	8679.25	8673.25	8706.5	8772	8769.5	8573.75	8935.75	8776.75	8919.75
311	12	18	22	12	26	15	64	112	144	204	290	339	384	442	478	588	718	968	1039	1177	1425	1573	1825	2307	4964	6524	6215	6381	5292	6143	7788	8533	7242.25	7528	7589.5	7811.25	7820.5	8026.25	8136.25	8189.75	8225.5	8466.25	8734.25	8728.25	8861	8919	8927.25	8747	8766.25	8776.25	9085.75	9075.5	8986.75	9065.25	9223	9409
312	11	15	17	14	15	22	61	113	155	192	265	325	381	444	495	572	722	935	1033	1102	1480	1630	1822	2129	4685	6510	5952	5990	4938	5800	7233	7989	6930	7090	7031	7277.25	7327	7567.5	7438.5	7710.25	7823.25	7844.75	7861.5	8125.25	8176.75	8281.5	8623.25	8534	8430.5	8463.5	8644.5	8587.25	8682	8647.25	8447	8514.75
313	12	9	14	12	16	11	57	106	139	206	265	334	389	417	505	556	720	950	1088	1153	1440	1670	1678	2221	4838	6445	5888	5975	5043	5911	7332	7912	7094	7207.25	7372.25	7480	7561	7714.75	7803.25	7897.75	8042.5	8193	8455.75	8250.5	8580.75	8822.5	8609.75	8741.75	8776.5	8871.5	8783.75	8774.5	8947	8963.25	8894.25	9118.5
314	7	12	9	10	17	13	71	118	168	206	254	345	421	448	498	576	658	968	1013	1160	1424	1578	1805	2178	4744	6412	6134	6004	5131	5765	7300	7861	6705.5	6976	7059.5	7099.25	7362.5	7530	7373	7806.75	7740.75	7936.75	8018.75	8192.75	8268.5	8486	8254	8296	8364.75	8217	8444.5	8389.75	8566.5	8675.75	8813.25	8602
315	14	14	18	12	22	15	54	110	161	223	250	330	399	420	505	505	649	990	1081	1129	1446	1677	1822	2143	4832	6501	6070	6060	5025	5846	7328	7977.25	6905.25	6956	7283	7209.5	7348.75	7547.5	7757	7733.5	7790	7942.5	8070.75	7901.5	8470.25	8465.25	8269	8302	8382.75	8477.75	8336.5	8446.25	8402.5	8401.75	8488.25	8683.75
316	12	15	16	14	22	14	62	116	168	220	315	358	358	471	477	570	679	963	1039	1172	1392	1618	1773	2210	4884	6616	6143	6185	5009	5914	7379	8144.25	7183.75	7221.75	7338.5	7448.75	7498.25	7775.5	7917.75	7823.5	7935	8201.75	8382.5	8323.5	8530	8628.75	8406	8569	8709.75	8755	8827.5	8786.75	8781.5	8750.25	8729	8927.75
317	7	20	19	11	19	10	53	115	138	209	246	332	380	432	452	576	707	1001	1038	1070	1409	1631	1875	2171	4773	6300	5775	6148	4992	5720	7090	7870.5	6717.25	6924.75	6976	7185	7241.75	7627.5	7640.25	7698	7784.25	8024.5	8057.5	8164	8246.75	8320.5	8485	8318.5	8231.25	8484.5	8454.5	8468	8395	8616.25	8329.5	8557.5
318	11	20	12	14	10	14	70	113	167	193	266	341	345	404	474	537	689	961	1068	1232	1538	1717	1861	2231	4942	6553	6106	6169	5168	5911	7268	8227.75	7066.5	7434.5	7366.75	7575.25	7715.75	7878.5	8164.75	8133.75	8164	8493	8394.75	8737.5	8866	8841	8938.25	8683.75	8762.5	8741.25	8746.25	8883.5	8998.25	8846.5	8961	9009
319	15	16	13	17	10	15	67	122	160	237	252	345	376	437	515	553	713	948	1014	1056	1412	1585	1698	2164	4651	6264	5870	5851	4920	5689	7274	8014.25	6956.5	6986	7301	7358.25	7536	7654.5	7667.25	7860.5	7848.75	7977	8182.25	8176.5	8235.5	8395.25	8080.25	8359.25	8167.75	8181.5	8293.25	8451.25	8363.75	8541.25	8625.25	8902.5
320	18	12	11	16	23	14	63	107	163	225	269	319	350	496	505	521	716	1005	1038	1181	1501	1606	1869	2206	4739	6355	5837	5854	5051	5581	7198	7656.25	6905.25	6756.75	6888.75	7081	7231.75	7257	7344.5	7378.5	7330.25	7600.25	7630.25	7788.5	7973	8261.25	8071	8159.75	8236.5	8257.25	8203	8353.75	8513.25	8429.5	8669	8603
321	12	17	6	16	9	18	68	112	167	219	278	313	404	468	506	548	740	960	971	1132	1465	1571	1788	2198	4717	6434	5823	5711	4799	5619	6990	7754.5	6620.5	6673.25	6741.5	6928.75	7118	7189.5	7443.25	7613.25	7513.75	7596	7773.75	7998.75	7963	8104	7984	8010	8168.25	7910.5	8241.5	8132.5	8249.25	8163.5	8290.75	8200
322	14	17	12	16	11	17	66	118	156	226	286	312	409	465	495	549	661	944	1006	1141	1447	1545	1834	2213	4824	6439	5914	6033	5014	5740	7425	7967	7052.75	6848.75	7108.75	7232.25	7266	7619.5	7481.5	7803.5	7781.5	7807.75	7953.25	8129.25	8213.25	8341.75	8544.25	8342.25	8492.75	8498.75	8472.25	8788.25	8565.5	8544.75	8727.5	8798
323	14	14	20	18	15	13	72	118	178	215	275	305	383	445	519	548	747	956	1007	1149	1446	1587	1874	2195	4866	6512	6025	6075	4940	5774	7228	7850	6682.75	6970.5	7159	7225.5	7422.25	7300.5	7568.5	7780.5	7984.75	7907.75	7971.5	8096	8315.25	8465	8588	8645.5	8474.75	8439.25	8549.5	8573.75	8503	8513.5	8623.5	8730
324	14	12	17	13	14	26	56	113	174	222	285	328	388	404	476	556	677	988	1068	1112	1403	1613	1821	2206	4730	6400	5919	5967	5023	5658	7133	7747.25	7087.25	6849	7044.25	7219.75	7363.75	7452.5	7599.5	7876.75	7624.5	7837	8024	7919.75	8217.5	8242.75	8267.25	8077.5	8177.25	8157.25	8153.75	8281.5	8391.75	8114.25	8358.5	8418
325	12	10	12	16	13	12	53	121	159	213	256	312	414	456	485	523	647	992	1010	1098	1440	1558	1827	2267	4825	6465	6104	6152	5162	5976	7478	8160.25	7117.75	7224.75	7204.25	7369.75	7482.75	7675.75	7819.75	7948	7982.25	8186.25	8273.25	8276	8326.75	8520	8436	8389.25	8442.5	8429	8593.75	8617	8544.5	8541.5	8416.5	8782.25
326	13	12	16	16	9	20	64	121	180	217	262	338	380	459	531	559	696	980	1008	1090	1451	1569	1774	2157	4923	6561	6031	6044	4881	5732	7362	8027.75	6929.75	7093.25	7111.75	7332.25	7218	7597.5	7581.5	7620.5	7928.25	7920.25	8048.25	8288.25	8393.75	8344.75	8243.75	8063.25	8335	8152.5	8459.25	8591.25	8449	8352.25	8718.25	8693.25
327	8	12	15	18	16	16	75	113	159	216	297	312	355	435	515	564	718	971	1037	1184	1353	1503	1737	2227	4859	6234	5833	6041	4942	5558	7072	7694	6614.25	6822.75	6819.75	7045.25	7183	7091.25	7337	7458.75	7539.5	7619	7987	7941	8108	7804.75	7901.25	7656.5	7867.25	7947.5	7862.75	7740.75	7743.75	7798.75	7963	7935
328	15	17	14	19	13	17	62	109	176	225	307	360	388	432	479	492	701	985	1032	1094	1515	1567	1813	2247	4819	6472	6048	6214	4959	5791	7250	8056.5	6981.25	6926.75	6863	7148.5	7290.75	7472.75	7477.75	7570.75	7752.75	7989.25	7852.25	8065	8145.5	8216.5	8048.25	8066.75	7920.5	8035.5	8137.5	8412.75	8070.25	8100.25	8258.5	8256
329	10	20	20	14	14	11	77	106	129	230	286	364	398	457	509	560	650	940	1011	1147	1453	1537	1762	2249	4613	6432	5884	6171	5119	5876	7420	8023.5	6991.75	7087.25	7424	7323.25	7611.25	7521.5	7565.5	7920.75	7784.75	7905	7941.75	8118	8257	8726	8220.25	8267.75	8288.75	8411	8382.5	8690.25	8614.25	8320	8604.75	8448.5
330	7	9	10	18	13	16	58	111	147	222	236	323	369	403	504	546	643	960	1008	1190	1441	1595	1731	2121	4905	6653	5979	6023	5112	5907	7420	7903.5	6935	7032	7139.25	7243.5	7111.25	7341.75	7513.25	7510.5	7840.25	7735.5	8027	8039.25	8151.25	8340.5	8258	8349.5	8139.75	8206.75	8268	8210.75	8291.75	8305.75	8375.75	8349.5
331	11	7	19	16	9	15	70	118	180	224	279	293	378	463	496	579	707	986	1064	1141	1445	1582	1819	2304	4917	6582	5997	5983	5078	5802	7413	7831.5	6832.5	7076.75	7171.75	7414.5	7389.75	7578.75	7735.25	7902.75	7804.5	8062.25	8023.75	8370.75	8256.25	8443.25	8351.25	8399.5	8420.75	8460.5	8602.75	8727.75	8591.5	8540.75	8616.5	8834.25
332	13	13	15	9	16	12	68	121	170	197	270	314	395	407	528	551	666	952	1044	1119	1442	1644	1743	2178	4753	6386	6094	6059	4928	5856	7106	7884	6816.5	6955.75	7016.75	7207.5	7198.5	7361.75	7674.25	7683.5	7643	7829	7793.75	8072.75	8271.75	8231.75	8156.75	8066.5	8227.25	8337	8192.5	8452.75	8222.75	8556.5	8394.25	8648.5
333	8	14	11	15	11	28	64	106	173	201	267	342	353	426	512	489	673	906	995	1145	1408	1594	1754	2176	4716	6241	5872	5851	5004	5749	7198	7797	6810.75	6833	6972.5	7089.25	7273.25	7216.75	7415.25	7512.5	7498.25	7666.75	7726	8090.5	8151.75	8251.25	8237.75	8205	8258.75	8391	8332	8529.25	8368	8337.75	8471.25	8590.5
334	13	15	24	7	17	18	69	120	184	237	268	310	360	445	526	549	670	946	1047	1049	1504	1509	1848	2191	4801	6424	5920	5974	4977	5682	7106	7841.5	6703	6809	6888	6907.25	7055.75	7052.25	7339.75	7363	7548.75	7663.25	7820	7647.5	7967.25	8033.25	7957.25	7907.5	7815.25	7932	8132.5	8201	8069.5	8060.75	8109	8360.5
335	16	16	10	13	16	16	80	90	191	206	282	311	358	437	498	573	691	969	1061	1145	1403	1597	1805	2183	4617	6321	5877	5990	5036	5737	7421	8028.25	6851	7098	7225.5	7195	7372.25	7508.25	7551.5	7877	7809.25	7918	8215	8103.25	8325.75	8423	8434.75	8330.25	8118.75	8353	8307	8633.75	8608.75	8630.5	8564	8722
336	7	10	20	14	23	20	68	100	165	220	229	296	387	428	514	554	653	964	1203	1195	1473	1706	1875	2299	4908	6425	6027	6116	5059	5824	7308	7895.5	6913	6972.5	7139	7068.25	7345.25	7567.75	7788	7799.5	8138	7827	8147	8235.25	8458.5	8405.5	8280.25	8378.75	8086.5	8225	8426	8330	8100.75	8172.75	8371.25	8447.75
337	11	24	17	17	11	17	65	116	182	217	308	352	404	419	500	540	626	942	979	1128	1526	1630	1834	2250	4665	6332	5941	6049	4998	5672	7167	7835.75	6700	6873.5	7150.5	7054	7266.25	7446	7601.25	7613.75	7790.25	7867	7879.25	8091.25	8304.75	8403	8302.5	8411.25	8297.75	8369.25	8414.5	8418.5	8473.75	8462.75	8434.75	8565.5
338	15	16	11	11	14	13	49	120	138	191	254	345	401	444	555	521	653	905	981	1174	1479	1584	1782	2195	4776	6517	5990	6116	4961	5895	7570	8257	6965	7251.25	7317.25	7328.75	7456	7467.25	7770	7748.5	7831.75	7891.25	7994.5	8270.5	8205.25	8504	8398.75	8214	8419.5	8385	8399.75	8454.25	8719.5	8732.5	8915.25	8796.25
339	12	11	7	15	18	19	78	103	155	199	255	312	371	426	505	577	627	918	1060	1130	1399	1595	1776	2233	4876	6548	6015	6096	4917	5805	7361	7991	7012	7013.5	7208.75	7188.5	7236.75	7407.75	7633.5	7807.5	7774.5	7715.75	7935.25	8014.25	8188.5	8390.5	8417.5	8377.5	8253.75	8562.75	8480.75	8565.75	8732	8615.75	8590.75	8630
340	11	8	14	15	15	10	58	114	145	217	279	325	382	469	520	505	659	932	1003	1150	1408	1521	1776	2176	4615	6140	5800	6060	4885	5722	7204	7742.25	6832.5	7009.25	7163	7191.25	7361.5	7504.75	7453	7819	7798.75	7941.25	7963.75	8044	8245.75	8387.25	8293.5	8483.75	8297.25	8399.25	8396.5	8353.75	8494.25	8544.25	8406	8619
341	13	10	20	23	19	18	63	125	182	197	276	346	367	446	493	527	694	976	1007	1105	1405	1626	1701	2277	4558	6605	5941	6032	5143	5805	7431	8088.75	6961.5	7219.25	7262.5	7436.25	7374	7544.5	7622.5	7853.75	7821.75	7971.75	8112.25	8211.75	8432.75	8529.75	8580.5	8454	8469.25	8601.25	8598.5	8534	8759.75	8721.25	8775	8818.25
342	13	18	13	15	13	20	65	104	186	207	248	299	331	441	507	583	662	957	979	1161	1429	1549	1751	2267	4857	6655	6113	6282	5196	5910	7430	7943	6902	7140	7187.5	7290.5	7417.5	7652.25	7820	7723.75	7905.25	7866.5	8213.75	8276	8328.25	8587.75	8426.75	8615.25	8396.25	8455	8602	8695.75	8662.25	8742	8708.25	8774
343	12	9	12	18	17	12	64	118	157	228	252	361	404	417	476	518	699	1035	1113	1201	1479	1574	1846	2322	4928	6670	6146	6361	5237	5982	7577	8166.5	7198.5	7335.25	7534.25	7577.75	7830	7845.25	7928	8132	8133.5	8415.25	8437	8474.75	8731.5	8968	9003.5	8825.75	8737.75	8777	9083	8994	8805.5	9032.75	9005.5	9237.25
344	21	20	12	15	19	10	50	109	165	199	245	327	376	440	546	554	681	978	1126	1205	1430	1650	1776	2176	4613	6431	5820	5894	4985	5637	7145	7877	6778.25	6952	7045.5	7218	7125	7485.5	7699.75	7888.25	7788	8174.25	8362.5	8229.75	8486.25	8727.25	8882.75	8732.75	8597	8627.5	8636	8791.5	8712	8630.5	8730.25	8861.25
345	12	16	16	15	19	20	70	131	184	194	250	345	370	467	470	573	637	969	1029	1189	1492	1548	1776	2192	4624	6436	5974	6056	4971	5864	7213	7933.25	6748.5	7065.25	7069	7305	7501.5	7552.25	7433.75	7660	7804	8047.75	8002.5	8086.25	8299.25	8453.5	8284	8196.5	8244	8057.75	8174	8396	8225.5	8145	8271.75	8212.25
346	14	20	9	14	13	13	46	113	162	195	281	319	361	465	494	533	651	918	1063	1108	1370	1534	1860	2158	4634	6208	5873	5915	4982	5646	7281	7862.25	6805	6997.5	6995	7190.25	7237.75	7538.75	7576	7712.5	7693	7832.5	7956.5	7898.75	8012.75	8187.5	8030.5	7905.25	8106.25	8076	8213.25	8284.5	8122.75	8048.5	8206.75	8352.5
347	11	13	17	15	12	22	60	126	154	230	255	325	362	436	483	513	701	989	1001	1121	1295	1568	1828	2245	4736	6594	6034	5957	5001	5747	7329	7821	6874	7076.5	7075.25	7143	7409.25	7478.75	7662.75	7597	8135.75	8106.25	8113.75	8220.25	8240	8351.25	8291.25	8345.5	8287.75	8481.5	8668.5	8647	8343.75	8348.5	8450.75	8654.75
348	14	12	18	17	17	13	62	120	174	222	291	305	388	435	515	584	696	937	959	1077	1389	1629	1780	2230	4633	6435	5915	5955	4893	5687	7119	7928.25	6794.25	7004.25	7212.75	7201.25	7276.75	7418	7474.75	7673.5	7627.25	7819.25	7850.25	8149.5	8314	8678	8554.5	8326.5	8334.5	8442.75	8451.75	8399	8716	8714	8619.75	8821.75
349	11	20	13	15	11	14	68	116	154	195	278	312	363	450	479	522	638	917	1027	1084	1449	1615	1750	2130	4822	6550	5955	6109	5210	5841	7390	7988.5	7013	7145	7336.5	7360.75	7429.25	7481.75	7665.75	7727.25	8199.5	8180.75	8289.5	8385	8602.5	8512.75	8258.75	8629.25	8433.5	8641.25	8799	8725.75	8879.5	8728	8937.25	8744
350	19	16	10	20	10	9	73	115	167	212	277	297	357	398	521	592	712	911	980	1143	1420	1572	1750	2195	4739	6581	5863	5948	5041	5782	7374	8005	7108.25	7056.75	7182	7417.5	7459.75	7434.25	7639	7446	7666	7863	8061.75	8080	8394.5	8420	8302.75	8298.25	8446.25	8452.75	8390.25	8536	8598.75	8307	8744.75	8652
351	19	14	14	21	14	21	65	134	146	211	274	334	370	457	503	557	690	934	1091	1157	1394	1544	1811	2093	4696	6231	5763	5811	4699	5492	7030	7586.5	6716.5	6747.75	6819.5	7067	7120.25	7464.5	7311.25	7457.75	7610	7602.5	7685.25	7974.75	7986.5	8107.5	8032.5	8021.5	8032.75	8001.5	8004	8129.75	8037	8126	8098.75	8006.75
352	10	26	15	11	18	17	76	111	166	223	261	308	368	440	477	555	708	931	1063	1105	1485	1572	1867	2237	4871	6649	5990	5891	4862	5552	6985	7805	6677.25	6903.75	6957.5	7076.75	7285.5	7585.25	7660.75	7644.5	7879.25	8113	8174	8213	8300	8537	8381.75	8235.75	8279.25	8329.25	8346.5	8413.75	8302.75	8434.5	8496.25	8464.75
353	13	17	11	15	15	7	62	103	146	207	243	327	358	412	476	539	679	977	1095	1141	1367	1583	1794	2239	4808	6391	6077	5915	5036	5803	7382	7820	6984.5	7016	7069.5	7151.25	7395.25	7360.75	7415.5	7653.25	7733	7810	7871	8069	8218.75	8288.5	8253.5	8353.5	8157.75	8284.5	8329.75	8410.25	8513	8639.25	8607.75	8627.25
354	8	13	10	15	14	24	64	110	134	205	263	328	373	456	492	530	675	960	1100	1179	1381	1543	1816	2197	4647	6354	5893	5838	5160	5847	7095	7940	6883.25	6922.5	7120.25	7217.75	7460.25	7383.75	7571.5	7749.5	8014.5	7992	8244.75	8406	8346.25	8539.25	8332.25	8459.25	8461.5	8523	8520.5	8620.25	8694.75	8560	8744	8599.25
355	20	5	18	14	11	16	53	124	152	214	282	337	418	446	528	539	734	954	1058	1143	1451	1578	1772	2223	4752	6307	6029	6079	4854	5685	7047	7917	6944.75	6983	7136.5	7347.25	7292.75	7461.5	7782.5	7826.5	7790	8080.5	8265.75	8274	8485.75	8663.25	8416.25	8485.25	8581.75	8457	8360	8496	8541.75	8595.25	8586.5	8783.75
356	17	10	15	15	15	16	71	129	150	194	268	319	387	442	494	511	705	950	1046	1176	1369	1537	1715	2137	4829	6515	5894	6097	5178	5793	7337	8057.5	6809.5	7149	7253.25	7285.75	7487.5	7437.25	7446.25	7589	7673.25	8068.75	8000.5	8106.75	8342.5	8281.25	8173	8507.5	8225.75	8509.25	8523.5	8604.75	8654.25	8540.5	8810	8742
357	13	13	12	15	19	7	52	101	178	202	253	338	385	407	492	514	745	1000	1012	1171	1465	1621	1732	2219	4805	6577	6186	6049	5149	5660	7317	8024	6942.25	6993.75	7051.75	7242	7368.25	7421.25	7822	7704.5	7741	8197.5	8188.75	8329.5	8643	8629.25	8768	8641.25	8808	8610	8701.75	8858.25	8686.25	8668.75	8919.5	8904.5
358	10	15	8	14	13	18	66	118	181	217	256	318	376	419	505	512	663	958	968	1035	1382	1525	1835	2173	4679	6300	6056	6033	5155	5848	7489	8211	6820	7080.5	7232	7329	7243.75	7412.5	7590.25	7704.25	7763	7805.75	7877.5	8200.75	8155.5	8436.75	8431.75	8336.5	8250.25	8507	8375.25	8726.75	8318.75	8372	8702.5	8534.25
359	12	11	11	17	12	28	57	144	168	228	262	332	366	443	536	543	676	951	996	1113	1390	1627	1810	2261	4644	6484	5902	5859	4956	5776	7250	7826.5	6596.25	6901.75	7052.5	7139	7391.5	7452	7512.25	7680.75	7992.5	7944.25	8019.75	8190.75	8420	8665.25	8696	8567.75	8629.5	8819	8693.5	8728	8685	8677.75	8681.25	8785
360	6	10	13	17	14	16	54	80	171	248	293	349	381	444	471	580	698	978	1022	1108	1396	1644	1784	2234	4691	6385	5960	5940	4989	5589	7005	7683	6629.5	6746.5	6891.5	7054.25	7094.25	7134.75	7146	7470.5	7418.75	7670.25	7859.25	7928.75	8085.75	8162.75	8054.5	7954	8129.5	8047.5	8115	8302	8245.5	8169.5	8226	8570.25
361	11	19	19	8	16	22	55	102	145	202	259	307	346	437	514	547	687	960	1016	1110	1424	1528	1772	2101	4643	6228	5852	5848	4792	5462	6872	7653	6725	6780.25	6912.25	7092.75	7065.5	7108.75	7229.5	7280.25	7601	7488.75	7722.25	7902.25	7843.25	8075.25	8061.75	7914.75	7894.75	7952	8078	8267	8246.75	8055	8043	8260.5
362	12	24	14	14	14	12	60	101	170	217	262	320	390	444	504	545	706	968	1031	1141	1358	1502	1871	2142	4652	6445	6007	6161	4977	5523	7118	7781	6626.75	6756.5	6840	7001.75	7012.75	7248.25	7218.5	7250.25	7535	7507.5	7742.25	8025.25	8195.75	8154.25	7866	8055.75	7971.75	8021.25	8031.5	8251.5	8132.75	8110	8135	8170.75
363	14	16	15	24	13	20	59	109	171	212	280	315	380	414	510	586	663	953	986	1069	1378	1541	1823	2137	4588	6383	5828	5773	4950	5582	7054	7522.75	6721	6839.25	7047.75	7128.75	7309.75	7325.5	7436.5	7595.75	7613.25	7795	7957.5	8035.25	8099.75	8341.25	8145.75	8052.5	8359.75	8306.25	8260.25	8234.25	8280.25	8299.75	8456.75	8495.5
364	11	7	13	12	14	15	56	115	143	201	290	301	361	420	498	552	645	917	1075	1160	1433	1550	1735	2252	4789	6363	6011	5961	5016	5671	7313	7981.25	6964.5	7040.25	7084.75	7200.75	7520.25	7509.25	7497	7690.75	7759	7786.5	7932.5	8092	8036	8236.5	8196.5	8150.25	8214.75	8265.75	8260.75	8196.25	8169	8475.75	8518.5	8669
365	15	17	11	13	13	16	65	121	173	223	274	327	413	430	529	541	700	980	1085	1147	1493	1605	1772	2263	4787	6448	6114	6036	5001	5803	7214	7877	6981	7094.5	7200.5	7302.75	7442.75	7650.5	7867	7907.25	8163	8175.25	8301	8428.75	8687	8715.75	8663	8692	8617.25	8616.75	8536.5	8913.5	8742	8579.5	8719.75	8930.5
